,image_id,identity,path,split,dataset
976,892,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150098_20190215225054_892.JPG,train,fca_base
978,894,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150100_20190215225059_894.JPG,train,fca_base
979,895,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150101_20190215225100_895.JPG,train,fca_base
980,896,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150102_20190215225101_896.JPG,train,fca_base
981,897,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150103_20190215225104_897.JPG,train,fca_base
982,899,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150105_20190215225106_899.JPG,train,fca_base
983,900,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150106_20190215225108_900.JPG,train,fca_base
984,901,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150107_20190215225109_901.JPG,train,fca_base
985,906,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150112_20190215225117_906.JPG,train,fca_base
986,911,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150117_20190215225126_911.JPG,train,fca_base
990,920,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150126_20190215225147_920.JPG,train,fca_base
991,922,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150128_20190215225150_922.JPG,train,fca_base
992,925,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150131_20190215225202_925.JPG,train,fca_base
993,926,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150132_20190215225203_926.JPG,train,fca_base
995,932,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150138_20190215225224_932.JPG,train,fca_base
997,939,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150145_20190215225319_939.JPG,train,fca_base
998,940,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150147_20190215225320_940.JPG,train,fca_base
1000,942,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150148_20190215225332_942.JPG,train,fca_base
1001,943,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150149_20190215225333_943.JPG,train,fca_base
1002,946,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150153_20190215225338_946.JPG,train,fca_base
1003,947,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150152_20190215225338_947.JPG,train,fca_base
1004,949,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150155_20190215225344_949.JPG,train,fca_base
1005,950,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150156_20190215225345_950.JPG,train,fca_base
1006,951,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150157_20190215225348_951.JPG,train,fca_base
1007,952,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150158_20190215225349_952.JPG,train,fca_base
1008,953,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150159_20190215225350_953.JPG,train,fca_base
1009,958,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150164_20190215225359_958.JPG,train,fca_base
1010,959,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150165_20190215225400_959.JPG,train,fca_base
1011,960,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150166_20190215225406_960.JPG,train,fca_base
1012,961,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150167_20190215225407_961.JPG,train,fca_base
1013,962,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150168_20190215225408_962.JPG,train,fca_base
1014,963,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150169_20190215225436_963.JPG,train,fca_base
1016,965,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150170_20190215225437_965.JPG,train,fca_base
1017,966,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150172_20190215225440_966.JPG,train,fca_base
1018,967,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150173_20190215225441_967.JPG,train,fca_base
1019,968,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150174_20190215225442_968.JPG,train,fca_base
1020,969,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150175_20190215225500_969.JPG,train,fca_base
1022,973,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150179_20190215225507_973.JPG,train,fca_base
1024,975,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150181_20190215225520_975.JPG,train,fca_base
1025,976,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150182_20190215225521_976.JPG,train,fca_base
1026,977,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150183_20190215225522_977.JPG,train,fca_base
1029,982,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150188_20190215225533_982.JPG,train,fca_base
1031,990,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150196_20190215225551_990.JPG,train,fca_base
1032,991,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150197_20190215225552_991.JPG,train,fca_base
1033,992,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150198_20190215225553_992.JPG,train,fca_base
1034,993,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150199_20190215225556_993.JPG,train,fca_base
1035,997,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150204_20190215225808_997.JPG,train,fca_base
1036,1004,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160212_20190216060307_1004.JPG,train,fca_base
1038,1007,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160215_20190216060312_1007.JPG,train,fca_base
1039,1008,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160216_20190216060313_1008.JPG,train,fca_base
1040,1010,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160218_20190216060320_1010.JPG,train,fca_base
1043,1013,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160221_20190216060327_1013.JPG,train,fca_base
1045,1015,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160223_20190216060334_1015.JPG,train,fca_base
1046,1016,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160224_20190216060335_1016.JPG,train,fca_base
1048,1025,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160232_20190216060420_1025.JPG,train,fca_base
1050,1040,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160248_20190216060502_1040.JPG,train,fca_base
1051,1042,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160250_20190216060506_1042.JPG,train,fca_base
1052,1044,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160252_20190216060508_1044.JPG,train,fca_base
1056,1066,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160274_20190216060607_1066.JPG,train,fca_base
1057,1075,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160283_20190216060626_1075.JPG,train,fca_base
1058,1076,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160284_20190216060627_1076.JPG,train,fca_base
1059,1077,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160285_20190216060628_1077.JPG,train,fca_base
1060,1078,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160286_20190216060634_1078.JPG,train,fca_base
1061,1079,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160287_20190216060635_1079.JPG,train,fca_base
1062,1080,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160288_20190216060636_1080.JPG,train,fca_base
1063,1081,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160289_20190216060640_1081.JPG,train,fca_base
1066,1084,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160292_20190216060647_1084.JPG,train,fca_base
1067,1087,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160295_20190216060658_1087.JPG,train,fca_base
1068,1088,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160296_20190216060659_1088.JPG,train,fca_base
1069,1089,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160297_20190216060700_1089.JPG,train,fca_base
1070,1090,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160298_20190216060703_1090.JPG,train,fca_base
1071,1091,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160299_20190216060704_1091.JPG,train,fca_base
1072,1092,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160300_20190216060704_1092.JPG,train,fca_base
1073,1093,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160301_20190216060728_1093.JPG,train,fca_base
1074,1094,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160302_20190216060729_1094.JPG,train,fca_base
1075,1095,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160303_20190216060730_1095.JPG,train,fca_base
1076,1097,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160305_20190216060735_1097.JPG,train,fca_base
1077,1099,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160307_20190216060738_1099.JPG,train,fca_base
1078,1101,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160309_20190216060740_1101.JPG,train,fca_base
1079,1102,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160311_20190216060837_1102.JPG,train,fca_base
1080,1103,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160310_20190216060837_1103.JPG,train,fca_base
1081,1106,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160314_20190216060853_1106.JPG,train,fca_base
1082,1107,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160315_20190216060854_1107.JPG,train,fca_base
1083,1108,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160316_20190216060857_1108.JPG,train,fca_base
1084,1109,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160317_20190216060858_1109.JPG,train,fca_base
1086,1112,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160320_20190216060903_1112.JPG,train,fca_base
1088,1126,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160334_20190216061050_1126.JPG,train,fca_base
1089,1135,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160343_20190216061113_1135.JPG,train,fca_base
1090,1136,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160344_20190216061114_1136.JPG,train,fca_base
1091,1137,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160345_20190216061115_1137.JPG,train,fca_base
1092,1148,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160356_20190216061219_1148.JPG,train,fca_base
1093,1149,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160357_20190216061220_1149.JPG,train,fca_base
1094,1150,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160358_20190216061225_1150.JPG,train,fca_base
1095,1152,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160360_20190216061227_1152.JPG,train,fca_base
1099,1162,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160370_20190216061321_1162.JPG,train,fca_base
1100,1163,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160371_20190216061322_1163.JPG,train,fca_base
1101,1166,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160374_20190216061326_1166.JPG,train,fca_base
1102,1168,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160376_20190216061331_1168.JPG,train,fca_base
1104,1170,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160378_20190216061333_1170.JPG,train,fca_base
1105,1171,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160379_20190216061340_1171.JPG,train,fca_base
1106,1176,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160384_20190216061355_1176.JPG,train,fca_base
1107,1177,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160385_20190216061401_1177.JPG,train,fca_base
1109,1179,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160387_20190216061403_1179.JPG,train,fca_base
1110,1180,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160388_20190216061406_1180.JPG,train,fca_base
1112,1182,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160390_20190216061408_1182.JPG,train,fca_base
1113,1183,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160391_20190216061411_1183.JPG,train,fca_base
1114,1188,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160396_20190216061429_1188.JPG,train,fca_base
1115,1204,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160412_20190216061521_1204.JPG,train,fca_base
1116,1205,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160413_20190216061522_1205.JPG,train,fca_base
1117,1206,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160414_20190216061523_1206.JPG,train,fca_base
1119,1225,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160433_20190216061609_1225.JPG,train,fca_base
1120,1236,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160444_20190216061644_1236.JPG,train,fca_base
1121,1237,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160445_20190216061705_1237.JPG,train,fca_base
1122,1240,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160448_20190216061720_1240.JPG,train,fca_base
1123,1241,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160449_20190216061721_1241.JPG,train,fca_base
1124,1242,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160450_20190216061722_1242.JPG,train,fca_base
1125,1249,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160457_20190216061803_1249.JPG,train,fca_base
1126,1250,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160458_20190216061804_1250.JPG,train,fca_base
1127,1251,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160459_20190216061805_1251.JPG,train,fca_base
1128,1255,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160463_20190216061831_1255.JPG,train,fca_base
1129,1256,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160464_20190216061832_1256.JPG,train,fca_base
1130,1257,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160465_20190216061833_1257.JPG,train,fca_base
1132,1260,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160468_20190216061838_1260.JPG,train,fca_base
1133,1261,fca_base_linja,fca_base/cat-ignore/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160469_20190216061841_1261.JPG,train,fca_base
1134,2754,fca_base_neapolitan,fca_base/cat-interact/20190801_755r_AucklandIsland__A2_2_38_SD39_20190305_02160095_20190216065028_2754.JPG,train,fca_base
1136,1262,fca_base_bethilda,fca_base/cat-ignore/20190801_RmM3_AucklandIsland_MB2_19_SD128_20190219_02160178_20190216173437_1262.JPG,train,fca_base
1137,1263,fca_base_bethilda,fca_base/cat-ignore/20190801_RmM3_AucklandIsland_MB2_19_SD128_20190219_02160179_20190216173438_1263.JPG,train,fca_base
1138,1265,fca_base_bethilda,fca_base/cat-ignore/20190801_RmM3_AucklandIsland_MB2_19_SD128_20190219_02160181_20190216173456_1265.JPG,train,fca_base
1139,1266,fca_base_bethilda,fca_base/cat-ignore/20190801_RmM3_AucklandIsland_MB2_19_SD128_20190219_02160182_20190216173457_1266.JPG,train,fca_base
1140,1269,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160023_20190216185708_1269.JPG,train,fca_base
1142,1271,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160025_20190216185717_1271.JPG,train,fca_base
1143,1272,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160026_20190216185718_1272.JPG,train,fca_base
1144,1273,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160027_20190216185719_1273.JPG,train,fca_base
1145,1274,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160028_20190216185726_1274.JPG,train,fca_base
1146,1275,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160029_20190216185727_1275.JPG,train,fca_base
1147,1276,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160030_20190216185728_1276.JPG,train,fca_base
1148,1277,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160031_20190216185730_1277.JPG,train,fca_base
1149,1278,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160032_20190216185731_1278.JPG,train,fca_base
1150,1279,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160033_20190216185732_1279.JPG,train,fca_base
1151,1280,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160034_20190216185735_1280.JPG,train,fca_base
1152,1281,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160035_20190216185736_1281.JPG,train,fca_base
1153,1282,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160036_20190216185737_1282.JPG,train,fca_base
1154,1283,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160037_20190216185752_1283.JPG,train,fca_base
1156,1285,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160039_20190216185754_1285.JPG,train,fca_base
1158,1287,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160040_20190216185817_1287.JPG,train,fca_base
1159,1288,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160042_20190216185818_1288.JPG,train,fca_base
1160,1289,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160043_20190216185826_1289.JPG,train,fca_base
1163,1292,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160046_20190216185830_1292.JPG,train,fca_base
1164,1293,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160047_20190216185831_1293.JPG,train,fca_base
1165,1294,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160048_20190216185832_1294.JPG,train,fca_base
1166,1296,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160050_20190216185835_1296.JPG,train,fca_base
1167,1297,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160051_20190216185836_1297.JPG,train,fca_base
1168,1298,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160052_20190216185843_1298.JPG,train,fca_base
1169,1299,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160053_20190216185844_1299.JPG,train,fca_base
1170,1300,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160054_20190216185845_1300.JPG,train,fca_base
1171,1301,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160055_20190216185849_1301.JPG,train,fca_base
1172,1302,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160056_20190216185850_1302.JPG,train,fca_base
1173,1303,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160057_20190216185851_1303.JPG,train,fca_base
1174,1304,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160058_20190216185908_1304.JPG,train,fca_base
1177,1307,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160061_20190216185916_1307.JPG,train,fca_base
1178,1308,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160062_20190216185917_1308.JPG,train,fca_base
1179,1309,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160063_20190216185918_1309.JPG,train,fca_base
1180,1310,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160064_20190216185921_1310.JPG,train,fca_base
1181,1311,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160065_20190216185922_1311.JPG,train,fca_base
1182,1312,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160066_20190216185923_1312.JPG,train,fca_base
1185,1315,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160069_20190216185928_1315.JPG,train,fca_base
1186,1316,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160070_20190216185941_1316.JPG,train,fca_base
1187,1317,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160071_20190216185942_1317.JPG,train,fca_base
1188,1318,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160072_20190216185943_1318.JPG,train,fca_base
1189,1319,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160073_20190216185948_1319.JPG,train,fca_base
1190,1320,fca_base_linja,fca_base/cat-ignore/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160074_20190216185949_1320.JPG,train,fca_base
